code_chorus;id;designation_site;designation_batiment_terrain;type;fonction;adresse;ville;dept;code_postal;code_insee;libelle_nouvelle_region;pays;latitude;longitude;ministere;libelle_gestionnaire;type_gestionnaire;libelle_proprietaire;type_proprietaire;surface_m2;consommation_kwh_ef;type_de_chauffage;etat_de_sante;annee_de_construction;tri_des_dechets;erp;date_de_reference
"P'\>2$$=;!(=.1JT@;Z!0!/P/687'D5+D+F)J""^;2@FU+/LNI""""EC\6K?(%05ZQ[.Z++";LKO86:MGUT7NQ5V5V+'MK,;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Espace aménagé;Espace aménagé;;;49;;;Pays de la Loire;France;;;Agriculture;IFCE - Institut français du cheval et de l'équitation;EPA;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;875.0;;;Satisfaisant;1990;;Non;2021-12-31
"P[(D'+'+,UJ=YM^ZS!,<V-/MD,WOVB0QT:M0)YKS>-SY0/L2\""4O]HX,*PBFG)_;&V3$";IB`+PTB3!FBITL9ZZ/L)!$;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;4;;;Provence-Alpes-Côte-d'Azur;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;1898;;Non;2021-12-31
PACA/104985/209696;IB00100029857;TRIBUNAL DE PROXIMITE ORANGE;TP-CPH d'Orange;Bureau;Tribunal;R DE TOURRE;Orange;84;84100;84087;Provence-Alpes-Côte-d'Azur;France;44.135173;4.806299;Justice;Justice (services judiciaires);Etat;COMMUNE  Partenaire générique;Commune;857.0;110011.299;;Satisfaisant;1600;Oui;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/OH=!/?*-$#1*$.ATAS(UM0/H""?EC5!VJCFN?37,.PLQE'";F-F673.J*'[RT?WLM7`4I!;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Logement;Maison individuelle;;;;;;Étranger;Namibie;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;228.0;;;;1992;;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/P*)*+:XT6#1%;CYD98LPM0/GY[\)?N4:DVZ>L3<\?AXE#";"A14$%<3KST!3U=0""&!P.U&";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bureau;Consulat;4  .ISTIKLAL CADDESI - BEYOGLU;ISTANBUL;N/A;34435;TR004;Étranger;Turquie;;;Affaires étrangères;Affaires étrangères (Ets culturels et de recherche);Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;2334.0;;;;1896;;Oui;2021-12-31
ALSA/141851/480904;IB00100321841;FORT JOFFRE A HOLTZHEIM;HANGAR 1 - REINSERTION PROFESSIONNELLE;Bâtiment d'enseignement ou de sport;Bât. d'insertion scolaire/pro.;LD JENSEITS DER WERB;Holtzheim;67;67810;67212;Grand-Est;France;48.558289;7.645394;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;902.0;;;;1952;;Oui;2021-12-31
DOM2/116219/461614;IB00100297516;COLLEGE DE KANI  KELI;COLLEGE DE KANI KELI BATIMENT N;Bâtiment d'enseignement ou de sport;Bâtiment scolaire/enseignement;PLACE DU COLLEGE;Kani-Kéli;976;97625;97609;Départements d'Outre-Mer;France;-12.953896;45.109746;Education nationale - Enseignement supérieur;Enseignement du second degré.;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;453.0;;;;1996;;Oui;2021-12-31
DOM2/186958/387641;IB00100222451;LPO DE DEMBENI;LPO DE DEMBENI (AIRE AMENAGE);Espace aménagé;Aire de stationnement;RTE NATIONALE 2;Dembeni;976;97660;97607;Départements d'Outre-Mer;France;-12.836721;45.181504;Education nationale - Enseignement supérieur;Enseignement du second degré.;Etat;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;0.0;;;;2010;;Non;2021-12-31
IDF1/211929/481965;IB00100322986;Bail IEN Bureaux AH83 LA FERTE SOUS JOUARRE;Bail IEN Bureaux AH83 LA FERTE SOUS JOUARRE;Bureau;Immeuble de bureaux;31  R PIERRE MARX;La Ferté-sous-Jouarre;77;77260;77183;Ile-de-France;France;48.949413;3.126603;Education nationale - Enseignement supérieur;Education nationale Services déconcentrés;Etat;COMMUNE  Partenaire générique;Commune;145.75;;;Très satisfaisant;;;Non;2021-12-31
IDF1/180649/363469;IB00100199960;Bien contrôlé par le ministère de la Culture;Bien contrôlé par le ministère de la Culture;Logement;Immeuble d'habitation;7  R DES RESERVOIRS;Versailles;78;78000;78646;Ile-de-France;France;48.807148;2.123917;Culture;EPV - Ets public du musée et du domaine nat de Versailles;EPA;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;1896.0;259865.17;;Satisfaisant;1752;Oui;Non;2021-12-31
PAYL/196366/438470;IB00100270888;MUSEE DE LATTRE DE TASSIGNY RESERVES;MUSEE DE LATTRE DE TASSIGNY RESERVES;Bâtiment technique;Bâtiment de stockage;;;85;;;Pays de la Loire;France;;;Culture;Culture-Patrimoines-Musées de France;Etat;PERSONNE MORALE DE DROIT PRIVE Société, association, groupement éco... Partenaire générique;Pers.Mor.Privé;0.0;8072.44;;;;Oui;Non;2021-12-31
IDF1/168860/436298;IB00100268538;MUSEE RODIN (Domaine public);MUSEE RODIN - CAFETERIA;Commerce;Installation commerciale;77  R DE VARENNE;Paris 7e Arrondissement;75;75007;75107;Ile-de-France;France;48.855868;2.31598;Culture;Musée Rodin;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;156.0;;;;1986;;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/D-0`/,_+^T9PFBS#R$:_I)/L""PY7P0H,3X""U"")Z>W']Q!";I83\<3G`G?OWP%*.+_2LL,;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bâtiment culturel;Équipement culturel;0  Avenue JEAN MERMOZ;SAINT-LOUIS DU SENEGAL;N/A;SN;SN005;Étranger;Senegal;;;Affaires étrangères;Affaires étrangères (Ets culturels et de recherche);Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;;1962;;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/MW4_&&?I>#74Y3(-:-QF-&/F1[?\+XOR$,[EUX5)$PO=""";L6JU4?4?J)TY%>O'4W\UK-;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bâtiment d'enseignement ou de sport;Bâtiment scolaire/enseignement;0  RUE PIERRE MENDES FRANCE - MUTUELLEVILLE - EL MAHRAJENE;TUNIS;N/A;9900;TN009;Étranger;Tunisie;;;Affaires étrangères;AEFE-Agence pour l'enseignement fançais à l'étranger;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;3394.0;;;;;;Oui;2021-12-31
"I`(L;2-U7(;P.HV$XQW29&/C?G`&X@""$C[C#AF2F+/IU//FQP_YNH_BL:?\E\/@[#Y[&";A*$Q@NQY9IG^EW<JI)&4\!;INRA - 35099 - AGROCAMPUS OUEST - RENNES;BÂT 23 - TECHNOALIMENTAIRE;Bâtiment d'enseignement ou de sport;Bâtiment d'enseignement ou de sport;65  R DE SAINT-BRIEUC;Rennes;35;35000;35238;Bretagne;France;48.112971;-1.704151;Agriculture;INESAAE – l’institut Agro;EPSCP;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;501.95;49805.0;;Satisfaisant;1988;Oui;Oui;2021-12-31
"A[1[,-&58<DY@+#?0U;5P#/G9+Z93MI/$0;\S0FRO'M=-/G0N2I?6?&LY'?5G#$1AUK-";"NZS#&_7/;8^Y8+:P/6G#N/";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;57;;;Grand-Est;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;Non;Non;2021-12-31
"A[1[,-&58<DY@+#?0U;5P#/H8NBR+^L(T&R9%2$@A8[Y)/K4""I%6UHOS,*8%=""';<G9/";"GTCC""'E#AT`7LK)63%57W&";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;54;;;Grand-Est;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;0001;Non;Non;2021-12-31
"DS@@Q(4([QDZJK1^6&13+)/D""`#C(?4,T]KNPB""RU-OI,/H06])Y:WQ38(]K@T8VNWQ)";"DR)C)(KY;0+4$\^3@$D07/";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;11;;;Occitanie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;0001;;Non;2021-12-31
DS@@Q(4([QDZJK1^6&13+)/G!VCV6%PM49OA5D@43-U!#/G083T^%2ZD]H7X%QD@?Y5,;GA3OG>'6+V$/8@^:E2+2$.;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;11;;;Occitanie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Peu satisfaisant;1898;;Non;2021-12-31
DS@@Q(4([QDZJK1^6&13+)/O9(RFU-1=4M^=_TX&[NY!./NX(8\=`WKLK7P2`,`^.N+,;"OL^_B6_N_,+.;%U'#6YC*(";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;66;;;Occitanie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;0001;;Non;2021-12-31
"F:E+57HZ8Z9<&48$:#+DW+/CC7ES5LT03H`HO6LHT;_Q%/AT?!04@J>L'XJC[_(PFT+-";IGE6N(.T$@>DQ%!98:@YM%;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;86;;;Nouvelle Aquitaine;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;71.0;;;Satisfaisant;1790;;Non;2021-12-31
"H$U?:\8ZPL5TM(]P^=W@1!/M-<#!C[RYC4%JR>>,I1Y%!/GT!W4_9:@[84E"",\#W/]O,";GCQRR4ZLE49O0JC31?8>.#;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;45;;;Centre - Val-de-Loire;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;101.0;;;Satisfaisant;1840;;Non;2021-12-31
"H$U?:\8ZPL5TM(]P^=W@1!/M-<#!C[RYC4%JR>>,I1Y%!/PQ]-A3LEW;&""U'BY5W%HG)";G&CX'?R&8S`WH&]\G*-=Z/;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;45;;;Centre - Val-de-Loire;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;0001;;Non;2021-12-31
"I5+@C$WMLM]/;9V+""ESLU!/C<74BUVF?4NVH=T=+?V_1-/CB_0<C^,KSS>F>.DC=A\)0";"CVOLFS=7P2)2%'T&``&"".!";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;32;;;Occitanie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Peu satisfaisant;1861;;Non;2021-12-31
"K#O+>)+SNUOQJKOD$""XCB%/HH!@!-#?\#T>-)H'-R5X=,/AJX3MO(V<$E-:06#',+TM'";"JS$&U3""TOS`E_I>'.TVLD*";SITE LAFARRE;LAFARRE;Espace naturel;Espace naturel;;;43;;;Auvergne - Rhône-Alpes;France;-;-;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;583580.0;;;;;;Non;2021-12-31
"K#O+>)+SNUOQJKOD$""XCB%/HKD0]:=>'S3HY7S.E$(U)(/IB@B&.=\_\1<<""`-:MXS_#";I-'R>G>ROFX&):&&-.BA20;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;15;;;Auvergne - Rhône-Alpes;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Pas satisfaisant;;;Non;2021-12-31
"K+Q""+.MRN=T2(.JQJG]+]*/E2XQ-=B#V4QF,8G>[OIT!)/NJ%5Y)C""H;ATYW:)SGYH7%";"K/)""I>FT)V,9'A[@_.Y_C%";SITE FLAVIGNY SUR OZERAIN;FLAVIGNY SUR OZERAIN;Espace naturel;Espace naturel;;;21;;;Bourgogne - Franche-Comté;France;-;-;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;2718230.0;;;;;;Non;2021-12-31
KAZ*>/4_5C+OTE+K529-E%/BM7,/VH??#AR67MC`#/MM,/A-SSA@?HL<#K]QZCGW0IW-;FT3^48M$RW80,'?>Y,D46*;SITE DOMAINE NATIONAL DE MARLY;FORET DOMAINE NATIONAL DE MARLY;Espace naturel;Espace naturel;;;78;;;Ile-de-France;France;-;-;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;760715.0;;;;;;Non;2021-12-31
"KAZ*>/4_5C+OTE+K529-E%/GY>]\_AU.S%8/4R8N,7AI&/O6.JAM=6%\UN3`*LLKRX_""";N\<PKM51\:V>V5:Q^PCXF*;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;77;;;Ile-de-France;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Pas satisfaisant;1910;;Non;2021-12-31
"KP,:<9(Z.T'2CW7X,5/[.+/MXG'ON"">:48GDCLNOH[JQ)/K(&*,K8#4L+94-1MM\<J+$";C`$44I,E#M-R!,M`%O7&V,;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;74;;;Auvergne - Rhône-Alpes;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;196.0;;;Satisfaisant;1938;;Non;2021-12-31
NL&!4]$M?*K-F7IH>).]L$/G)7KG4EDX3Y$V3+PI>SO!+/NI&5QDBO#KG=N(B-PK[O+%;"KA(=R5E2&#QXNI4(?A-""T'";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;76;;;Normandie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;;Non;2021-12-31
IDF1/119767/208887;IB00100030646;TRIBUNAL DE PROXIMITÉ DE NOGENT SUR MARNE;TRIBUNAL D'INSTANCE DE NOGENT SUR MARNE;Bureau;Tribunal;19  R CHARLES VII;Nogent-sur-Marne;94;94130;94052;Ile-de-France;France;48.836384;2.486973;Justice;Justice (services judiciaires);Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;754.0;66329.65;;Peu satisfaisant;1995;Oui;Oui;2021-12-31
POIT/112378/170458;IB00100021002;DSPIP NIORT;DSPIP NIORT EX DGCCRF;Bâtiment sanitaire ou social;Bâtiment pénitentiaire;21  R DE LA BOULE D'OR;Niort;79;79000;79191;Nouvelle Aquitaine;France;46.326396;-0.457218;Justice;Services Pénitentiaires;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;437.0;28344.718;;;;;Oui;2021-12-31
"I`(L;2-U7(;P.HV$XQW29&/FJBBT`(?PC<&\L$]Z8[O%+/I4E>*T[3S47+;CD!+%ORA(";PC>3EQ-O_,+'I?!FT!=N'!;Bien contrôlé par le ministère de la Justice;Bien contrôlé par le ministère de la Justice;Logement;Logement;;;29;;;Bretagne;France;;;Justice;Services Pénitentiaires;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;126.0;;;;1972;;Non;2021-12-31
PACA/144284/465035;IB00100301474;DOMAINES DES CHUTES LAVIES - UEAJ SYLVESTRE -;Parking;Espace aménagé;Aire de stationnement;7  IMP SYLVESTRE;Marseille 13e Arrondissement;13;13013;13213;Provence-Alpes-Côte-d'Azur;France;43.319931;5.397194;Justice;Protection Judiciaire de la Jeunesse;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;2000.0;;;;2017;;Non;2021-12-31
IDF1/170615/391120;IB00100226226;INSTITUT NATIONAL DU SPORT, DE L'EXPERTISE ET DE PERFORMANCE;BATIMENT GY (COMPLEXE MARIE-THERESE EYQUEM);Bâtiment d'enseignement ou de sport;Installation sportive bâtie;11  AV DU TREMBLAY;Paris 12e Arrondissement;75;75012;75112;Ile-de-France;France;48.833921;2.45124;Education nationale - Enseignement supérieur;INSEP - Inst nat du sport, de l'expert et de la performance;EPSCP;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;;1984;;Oui;2021-12-31
LORR/165396/519630;IB00100339481;AFPA-SI5712-YUTZ-Illange;SI5712-05 Formation Tertiaire;Bâtiment d'enseignement ou de sport;Bât. d'instruction/formation;RTE D'ILLANGE;Yutz;57;57970;57757;Grand-Est;France;49.32479;6.179907;Affaires sociales - Travail;AFPA - Agence Nale pour la Formation professionnelle des adultes;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;292.0;;;;;;Oui;2021-12-31
BNOR/144417/137446;IB00100047006;DEPOT DE FOUILLES - SAINT-ANDRE DE BOHON;DEPOT DE FOUILLES SAINT-ANDRE DE BOHON;Bâtiment technique;Bâtiment de stockage;;;50;;;Normandie;France;;;Culture;Culture-Patrimoines-Archéologie;Etat;DEPARTEMENT  Partenaire générique;Département;470.0;;;;1701;;Non;2021-12-31
NORP/200754/528729;IB00100346355;CENTRE DE CONSERVATION DU  LOUVRE;CENTRE DE CONSERVATION DU LOUVRE;Bâtiment technique;Bâtiment de stockage;;;62;;;Hauts de France;France;;;Culture;Musée du Louvre;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;19125.0;;;;2019;;Non;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/BDRS.CN%WSVLE:X_K.8_Y-/P[#$=1]DED4>?5V*HN2V%!";L'=5*#EL$ZSAW.OHCT&ZY&;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bureau;Ambassade;51  rue Capois, Place des Héros de l'Indépendance;PORT-AU-PRINCE;N/A;99000;HT002;Étranger;Haiti;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;180.0;;;;;;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/G4'4''HU.CUX)7.-;N4X5*/K;`6.E!MP#W+ZJ.^ODCJ-.";E]^^*00)YFEPOH&<A]XR+/;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bâtiment d'enseignement ou de sport;Bâtiment scolaire/enseignement;RUE HAMED OULD M HAMED - TEVRAGH ZEINA;NOUAKCHOTT;N/A;99999;MR003;Étranger;Mauritanie;;;Affaires étrangères;AEFE-Agence pour l'enseignement fançais à l'étranger;EPA;ETAT DOMAINE PUBLIC  PARTENAIRE GENERIQUE;Etat;34.0;;;;;;Oui;2021-12-31
"M$.U/=Y?QSX^,L#7P.SG\""/JK)!;$_^FS6/Z/L'0<FAY%/AAS;8YIQW#%7='C@0#0`M/";"AT^@JX<KX;QIZ&@VHD[=>""";Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Bien contrôlé par le ministère de l'Europe et des Affaires Etrangères;Logement;Immeuble d'habitation;;;;;;Étranger;Ethiopie;;;Affaires étrangères;Affaires étrangères (services extérieurs ).;Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;208.0;;;;;;Non;2021-12-31
"A[1[,-&58<DY@+#?0U;5P#/EK-Z)O,<,42P^K5VQ\JK1$/B-HS<>-^W?Y@DD""5!7'I\!";"E_I?Z[#E110L9T'/""!:/?-";SITE VERDUN;VERDUN-Damloup;Espace naturel;Espace naturel;;Damloup;55;55400;55143;Grand-Est;France;49.201283;5.491755;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;1457345.0;;;;;;Non;2021-12-31
"KAZ*>/4_5C+OTE+K529-E%/LI%DV""F<%4-`!Z%9TX\U!&/J0NXN>]D@<A`&64?-M?W7%";HL]:KWP7:E`5X]X^*N\1Z-;DOMAINE DE RAMBOUILLET CEZ-BERGERIE NATIONALE;COUR D'HONNEUR BATIMENT 1;Bâtiment d'enseignement ou de sport;Bâtiment d'enseignement ou de sport;AV DU PARC;Rambouillet;78;78120;78517;Ile-de-France;France;48.63644;1.823863;Agriculture;Centre d'enseignement zootechnique de Rambouillet.;EPA;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;738.0;42770.37;;;1750;;Oui;2021-12-31
"F[Y9T\K[![9%57TY@P<GL./F0LC81T?`C5P/C8=Q4#_5""/HG<PMM2BUK:U(CW8Y.9][&";"B!!4>IYW15>_3FP#N8+""""/";DIR. REGIONALE DES AFFAIRES CULTURELLES;BATIMENT H - DRAAF;Bureau;Bureau;3  R DU FBG SAINT ANTOINE;Châlons-en-Champagne;51;51000;51108;Grand-Est;France;48.953736;4.373437;Agriculture;Agriculture (DRAAF);Etat;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;539.0;28959.37;;Très satisfaisant;;Oui;Non;2021-12-31
"A[1[,-&58<DY@+#?0U;5P#/O4004AN@X#O!)TLBE[""D-$/OVBXY\GOH3>$YZSA5DOO1!";PL1//!>%*MXUNO7QP]9>R$;SITE forêt de NEUFEYS;Forêt de Neufeys;Espace naturel;Espace naturel;LD FORET DE NEUFEYS;Vouxey;88;88170;88523;Grand-Est;France;48.350794;5.823768;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;15192177.0;;;;;;Non;2021-12-31
DS@@Q(4([QDZJK1^6&13+)/KJO]U$$M93YX<<:I(XFT!+/PZ^-:LMPJ\%$W6O:X72A_.;O^-C,\F>]$LN3=82-C5^D!;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;66;;;Occitanie;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;1955;;Non;2021-12-31
F:E+57HZ8Z9<&48$:#+DW+/D0`E%)*PNSQ](+N81?BOI//KFT?]FV2@CD]:+`Z$-&H%-;"CML5G""X%^+@^C""/%'$/[9""";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;17;;;Nouvelle Aquitaine;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;;Non;2021-12-31
"F:E+57HZ8Z9<&48$:#+DW+/D0`E%)*PNSQ](+N81?BOI//NI'@F'X\G3:;>F$5WY5B1&";F(1TDP85N%##'$+I^)-TR$;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Bâtiment technique;Bâtiment technique;;;17;;;Nouvelle Aquitaine;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;0.0;;;Satisfaisant;;;Non;2021-12-31
"F[Y9T\K[![9%57TY@P<GL./BD=9+\OC>4""XJ:.@O`*]1(/FP*20C264CW'O-:@7?XCU$";"MO1^FZZ<W2BT59""E0#D@,&";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;10;;;Grand-Est;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;103.0;;;Satisfaisant;1875;Non;Non;2021-12-31
"F[Y9T\K[![9%57TY@P<GL./EEN?8L!UT3^SX/QOG>\E1)/G34]ISVY&TQV3""$L\YNRI/";E&P)D0P9ND%RO.%*:#9,D(;SITE CHATEAU REGNAULT;CHATEAU REGNAULT;Espace naturel;Espace naturel;;Bogny-sur-Meuse;8;08120;08081;Grand-Est;France;49.855261;4.765806;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;25997239.0;;;;;;Non;2021-12-31
"G""E<L_+212O/?8TN[""6RE-/EIHE\P)AMCWT0R<P\72^U$/AC?)BH\_IC6R>N'*2*U^E+";O.LHIG6KU4%_U!1/WP.JJ/;Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;40;;;Nouvelle Aquitaine;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;149.0;;;Satisfaisant;1938;;Non;2021-12-31
"G""E<L_+212O/?8TN[""6RE-/I)LX,PE7I3#?W1CJ=;<AA!/I11X8@Q3Q<%5(U&3@;`O7(";"P[C""W&QAT@1H*+42*;2(',";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;33;;;Nouvelle Aquitaine;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;174.0;;;Satisfaisant;1867;;Non;2021-12-31
"K+Q""+.MRN=T2(.JQJG]+]*/J6D0M$BIU$XBP['9>SJA='/N/[A5W2PK,7XCDADUK4`C.";"G&+<""!TU(/LWH`OHCYJNI(";Bien contrôlé par le MASAF;Bien contrôlé par le MASAF;Logement;Logement;;;89;;;Bourgogne - Franche-Comté;France;;;Agriculture;ONF - OFFICE NATIONAL DES FORETS;EPIC;ETAT DOMAINE PRIVE  PARTENAIRE GENERIQUE;Etat;174.0;;;Satisfaisant;1882;;Non;2021-12-31
